product_id,product_name,category,platform,mrp,selling_price,computed_discount,fraud_verdict,fraud_score_composite,mrp_inflation_ratio,discount_permanence_score,pre_sale_spike,seller_trust_score,discount_round_flag,charm_pricing_flag,cross_platform_mrp_gap,price_drop_magnitude
636,Nike_Jacket_636,Fashion,amazon,8806.38,2552.52,71.02,Fake,7.82,3.2885,1.0,1.1148,0.2823,0,0,0.0,0.0468
637,Sony_Smartwatch_637,Electronics,amazon,5500.27,2642.5,51.96,Fake,6.31,2.1854,0.8095,0.6939,0.4266,0,0,0.0,-0.0499
638,Apple_Headphones_638,Electronics,amazon,7044.17,4571.36,35.1,Genuine,3.43,1.4803,0.7143,-0.7011,0.6568,1,0,0.0,0.0393
639,Nivia_Football_639,Sports,amazon,5132.64,4555.59,11.24,Genuine,1.01,1.093,0.1579,-0.0121,0.7827,0,0,0.0,0.0299
640,Nivia_Dumbbells_640,Sports,amazon,5131.19,3335.95,34.99,Suspicious,4.06,1.5951,0.8889,0.0465,0.6273,1,0,0.0,-0.037
641,Samsung_Smartphone_641,Electronics,amazon,3069.43,2096.97,31.68,Genuine,1.72,1.3958,0.3333,-0.1089,0.716,0,0,0.0,0.0464
642,Nike_Jeans_642,Fashion,amazon,3567.19,1837.1,48.5,Suspicious,3.77,1.9051,0.6897,0.3743,0.5916,0,0,0.0,0.0189
643,SG_Dumbbells_643,Sports,amazon,2053.49,1383.93,32.61,Genuine,2.12,1.3868,0.5312,0.0141,0.7502,0,0,0.0,0.0654
644,Maybelline_Lipstick_644,Beauty,amazon,7471.93,3659.74,51.02,Fake,3.93,2.0203,0.9333,-0.1293,0.5192,0,0,0.0,0.0105
645,Nivia_Football_645,Sports,amazon,6753.92,4590.81,32.03,Suspicious,2.54,1.5037,0.4412,0.3338,0.7397,0,0,0.0,-0.0221
646,SG_Dumbbells_646,Sports,amazon,1469.25,1025.67,30.19,Suspicious,3.99,1.3762,1.0,0.0123,0.6966,1,0,0.0,0.0393
647,Adidas_Jeans_647,Fashion,amazon,14476.63,4325.41,70.12,Fake,7.24,3.2779,0.8214,0.5404,0.256,1,0,0.0,0.0206
648,Puma_T-Shirt_648,Fashion,amazon,6480.76,3561.43,45.05,Fake,4.9,1.8813,1.0,-0.5537,0.5602,1,0,0.0,-0.0339
649,SG_Cricket Bat_649,Sports,amazon,2936.17,2031.0,30.83,Suspicious,3.15,1.3428,0.9474,-0.5123,0.7254,0,0,0.0,0.0711
650,Puma_Shoes_650,Fashion,amazon,13028.57,3966.77,69.55,Fake,6.8,3.3016,0.2222,1.8867,0.2066,1,0,0.0,-0.0052
651,Maybelline_Lipstick_651,Beauty,amazon,3984.98,2663.35,33.17,Suspicious,3.52,1.5499,0.9737,0.0614,0.6779,0,0,0.0,-0.0358
652,SG_Dumbbells_652,Sports,amazon,2391.98,1641.34,31.38,Suspicious,3.18,1.461,0.9259,-0.4123,0.707,0,0,0.0,-0.0025
653,SG_Football_653,Sports,amazon,4073.52,3824.25,6.12,Genuine,1.09,1.0398,0.2,-0.0214,0.7855,0,0,0.0,0.0238
654,Prestige_Chair_654,Home,amazon,2063.67,1326.87,35.7,Genuine,1.61,1.5044,0.2,-0.5193,0.6594,0,0,0.0,0.0328
655,Maybelline_Facewash_655,Beauty,amazon,12726.64,3380.04,73.44,Fake,6.33,3.6241,0.875,-0.0127,0.218,0,0,0.0,0.0375
656,Puma_T-Shirt_656,Fashion,amazon,11462.39,2730.05,76.18,Fake,7.17,4.1092,1.0,0.0834,0.2355,0,0,0.0,0.0213
657,Prestige_Table_657,Home,amazon,13115.36,4828.51,63.18,Fake,5.27,2.7194,0.913,-0.4087,0.3229,0,0,0.0,-0.0011
658,Nivia_Cricket Bat_658,Sports,amazon,5514.17,3863.67,29.93,Suspicious,3.93,1.4081,1.0,-0.026,0.7101,1,0,0.0,0.0134
659,Maybelline_Perfume_659,Beauty,amazon,2502.09,2121.56,15.21,Genuine,1.85,1.1499,0.44,-0.1498,0.7354,0,0,0.0,0.0249
660,Lakme_Lipstick_660,Beauty,amazon,1815.03,738.6,59.31,Suspicious,4.82,2.4336,0.8,0.0664,0.3968,0,0,0.0,0.0097
661,Prestige_Cookware_661,Home,amazon,1697.13,1481.84,12.69,Genuine,1.29,1.1719,0.1818,0.0408,0.7432,0,0,0.0,-0.0232
662,SG_Dumbbells_662,Sports,amazon,5586.82,3714.82,33.51,Fake,3.44,1.5154,0.7778,-0.4358,0.5988,0,0,0.0,-0.0076
663,Apple_Laptop_663,Electronics,amazon,6155.72,4311.84,29.95,Genuine,2.67,1.327,0.4615,-0.0286,0.695,1,0,0.0,0.0705
664,Lakme_Lipstick_664,Beauty,amazon,2368.52,1005.45,57.55,Suspicious,3.17,2.3317,0.2,-0.1536,0.4188,0,0,0.0,0.0102
665,Philips_Table_665,Home,amazon,4671.06,3341.95,28.45,Genuine,1.82,1.4075,0.2,0.2972,0.7579,0,0,0.0,-0.007
666,SG_Dumbbells_666,Sports,amazon,2039.55,777.93,61.86,Fake,5.15,2.4102,0.2593,1.3897,0.4093,0,0,0.0,0.0807
667,Prestige_Table_667,Home,amazon,3447.53,2945.17,14.57,Genuine,0.21,1.1789,0.0,0.0033,0.9353,0,0,0.0,-0.0071
668,Puma_Jacket_668,Fashion,amazon,4286.36,3177.32,25.87,Genuine,1.16,1.1086,0.303,-0.5099,0.8518,0,0,0.0,0.1783
669,Philips_Mixer_669,Home,amazon,3073.28,2187.61,28.82,Genuine,1.83,1.4216,0.2308,0.2257,0.7346,0,0,0.0,-0.012
670,SG_Dumbbells_670,Sports,amazon,10385.64,3982.22,61.66,Fake,4.98,2.5654,0.8571,-0.2798,0.3602,0,0,0.0,0.0163
671,Prestige_Mixer_671,Home,amazon,9762.02,2736.69,71.97,Fake,5.85,3.3305,0.8611,0.0058,0.253,0,0,0.0,0.0663
672,Prestige_Cookware_672,Home,amazon,1012.15,563.53,44.32,Suspicious,3.49,1.7405,0.7143,0.3305,0.6634,0,0,0.0,0.0309
673,Nivia_Dumbbells_673,Sports,amazon,2334.68,835.94,64.19,Fake,5.89,2.7134,1.0,0.2895,0.3604,0,0,0.0,0.0285
674,Philips_Table_674,Home,amazon,15797.82,3560.67,77.46,Fake,8.44,4.2742,0.8462,1.9981,0.2387,0,0,0.0,0.0366
675,Sony_Laptop_675,Electronics,amazon,7151.8,2862.72,59.97,Fake,4.92,2.3295,0.75,0.3949,0.5083,1,0,0.0,0.0676
676,Adidas_Shoes_676,Fashion,amazon,6958.8,3127.15,55.06,Fake,5.53,2.1467,1.0,0.4771,0.535,1,0,0.0,0.0353
677,Prestige_Table_677,Home,amazon,2077.51,1151.85,44.56,Suspicious,4.31,1.7565,1.0,-0.081,0.6199,1,0,0.0,0.0261
678,Maybelline_Lipstick_678,Beauty,amazon,3645.29,3357.28,7.9,Suspicious,1.21,1.1131,0.1429,0.0971,0.8455,0,0,0.0,-0.0252
679,Nivia_Dumbbells_679,Sports,amazon,7564.3,4993.92,33.98,Suspicious,3.5,1.4965,1.0,-0.0262,0.6632,0,0,0.0,0.012
680,Philips_Chair_680,Home,amazon,998.1,721.52,27.71,Genuine,2.15,1.4283,0.4839,-0.1406,0.6952,0,0,0.0,-0.0325
681,Maybelline_Facewash_681,Beauty,amazon,8389.58,2673.11,68.14,Fake,7.4,3.15,1.0,0.8106,0.256,0,0,0.0,-0.0037
682,Adidas_Jeans_682,Fashion,amazon,3728.84,2923.04,21.61,Suspicious,2.89,1.2707,0.9167,-0.3178,0.7802,0,0,0.0,0.0039
683,SG_Cricket Bat_683,Sports,amazon,770.34,577.15,25.08,Genuine,3.29,1.4139,0.6818,0.0703,0.7149,1,0,0.0,-0.0593
684,Nivia_Football_684,Sports,amazon,4427.82,3138.87,29.11,Genuine,1.42,1.3672,0.1579,0.1224,0.7465,0,0,0.0,0.0308
685,Prestige_Chair_685,Home,amazon,2953.28,2630.71,10.92,Genuine,1.11,1.1212,0.1765,0.0103,0.7734,0,0,0.0,0.0013
686,Apple_Smartwatch_686,Electronics,amazon,5080.77,4270.41,15.95,Genuine,1.81,1.1328,0.5,-0.1612,0.7926,0,0,0.0,0.0478
687,Lakme_Lipstick_687,Beauty,amazon,1428.62,975.18,31.74,Genuine,2.07,1.3492,0.4571,0.1052,0.7587,0,0,0.0,0.079
688,SG_Cricket Bat_688,Sports,amazon,5647.32,3785.26,32.97,Suspicious,3.35,1.6344,0.7273,0.1562,0.6026,0,0,0.0,-0.0955
689,Adidas_T-Shirt_689,Fashion,amazon,4886.65,1818.37,62.79,Fake,7.16,2.7212,1.0,1.0133,0.3626,0,0,0.0,-0.0126
690,Prestige_Cookware_690,Home,amazon,1064.39,556.66,47.7,Fake,3.88,2.0008,0.8947,0.0564,0.5368,0,0,0.0,-0.0464
691,Nike_Shoes_691,Fashion,amazon,5503.9,1294.69,76.48,Fake,8.18,4.4108,1.0,0.7343,0.2888,0,0,0.0,-0.0376
692,Maybelline_Perfume_692,Beauty,amazon,2573.23,2438.45,5.24,Genuine,0.53,0.9984,0.0385,-0.0505,0.8391,0,0,0.0,0.0539
693,Sony_Smartwatch_693,Electronics,amazon,4294.18,3678.25,14.34,Genuine,1.25,1.201,0.1613,0.0211,0.7299,0,0,0.0,-0.0287
694,Philips_Mixer_694,Home,amazon,5717.09,2871.24,49.78,Fake,4.82,1.7923,1.0,-0.0228,0.5994,1,0,0.0,0.0999
695,Maybelline_Perfume_695,Beauty,amazon,4231.11,2334.06,44.84,Suspicious,4.31,1.6954,0.625,0.5307,0.6311,1,0,0.0,0.0648
696,Prestige_Mixer_696,Home,amazon,537.71,384.56,28.48,Genuine,2.36,1.4158,0.5385,-0.5973,0.6702,0,0,0.0,-0.0126
697,SG_Dumbbells_697,Sports,amazon,8292.1,3142.68,62.1,Fake,6.12,2.6187,0.5294,0.8678,0.3644,0,0,0.0,0.0075
698,SG_Dumbbells_698,Sports,amazon,4703.25,4445.92,5.47,Genuine,0.67,1.0506,0.05,-0.0569,0.8076,0,0,0.0,0.0069
699,Lakme_Facewash_699,Beauty,amazon,6199.86,3768.38,39.22,Suspicious,3.35,1.6424,0.5,0.4372,0.5915,0,0,0.0,0.0017
700,Philips_Mixer_700,Home,amazon,15180.95,5265.32,65.32,Fake,6.56,2.8779,0.3,1.5468,0.2192,1,0,0.0,0.0019
701,Prestige_Cookware_701,Home,amazon,3668.82,2205.09,39.9,Suspicious,3.06,1.6923,0.2083,0.4312,0.6578,1,0,0.0,-0.0171
702,SG_Dumbbells_702,Sports,amazon,1351.53,532.47,60.6,Suspicious,4.77,2.678,0.6,0.1492,0.3265,0,0,0.0,-0.0551
703,Nivia_Dumbbells_703,Sports,amazon,2806.94,2062.52,26.52,Suspicious,3.27,1.3439,1.0,-0.6529,0.7261,0,0,0.0,0.0125
704,Adidas_Shoes_704,Fashion,amazon,14299.7,4812.96,66.34,Suspicious,5.69,2.9773,1.0,0.0367,0.302,0,0,0.0,-0.0021
705,Lakme_Facewash_705,Beauty,amazon,1718.29,1240.28,27.82,Genuine,1.89,1.3083,0.4194,0.0887,0.7744,0,0,0.0,0.0557
706,Philips_Table_706,Home,amazon,665.68,365.86,45.04,Suspicious,4.64,1.8535,1.0,0.1434,0.603,1,0,0.0,-0.0187
707,Adidas_Jacket_707,Fashion,amazon,8741.79,4125.25,52.81,Fake,4.35,2.2549,0.5667,0.6475,0.4959,0,0,0.0,-0.0641
708,Nivia_Football_708,Sports,amazon,2319.41,1516.59,34.61,Suspicious,3.55,1.4974,0.3077,0.3156,0.6538,1,0,0.0,0.0209
709,Prestige_Table_709,Home,amazon,5534.3,1114.61,79.86,Fake,8.85,4.9684,0.7436,2.5553,0.2187,1,0,0.0,-0.0006
710,Lakme_Lipstick_710,Beauty,amazon,2681.89,1654.68,38.3,Suspicious,3.61,1.6397,1.0,-0.2452,0.6422,0,0,0.0,-0.0117
711,Maybelline_Facewash_711,Beauty,amazon,4314.69,3860.98,10.52,Genuine,0.93,1.0639,0.1515,-0.5378,0.8045,0,0,0.0,0.048
712,Samsung_Headphones_712,Electronics,amazon,4159.0,2884.79,30.64,Genuine,2.24,1.4383,0.5,-0.1109,0.6797,0,0,0.0,0.0023
713,SG_Football_713,Sports,amazon,2959.06,2126.67,28.13,Genuine,2.53,1.3391,0.6923,-0.0946,0.7264,0,0,0.0,0.0376
714,Maybelline_Perfume_714,Beauty,amazon,6825.29,4177.35,38.8,Suspicious,3.15,1.4712,0.8718,-0.1462,0.6749,0,0,0.0,0.0996
715,Samsung_Smartphone_715,Electronics,amazon,1138.33,740.88,34.92,Suspicious,3.97,1.4739,0.9355,0.0784,0.7011,1,0,0.0,0.0407
716,Philips_Table_716,Home,amazon,6277.85,4106.38,34.59,Genuine,2.51,1.5236,0.4737,-0.1848,0.779,1,0,0.0,0.0034
717,Prestige_Chair_717,Home,amazon,6177.86,3281.31,46.89,Suspicious,3.75,1.8692,1.0,-0.1369,0.6184,0,0,0.0,0.0072
718,Lakme_Perfume_718,Beauty,amazon,1382.99,1011.34,26.87,Genuine,2.92,1.4019,0.8421,0.1314,0.8028,0,0,0.0,-0.0252
719,Prestige_Table_719,Home,amazon,5228.3,2329.98,55.44,Fake,5.68,2.3587,0.2581,1.0474,0.4265,1,0,0.0,-0.0512
720,Maybelline_Lipstick_720,Beauty,amazon,6312.11,3066.07,51.43,Suspicious,4.0,1.993,0.9474,-0.162,0.5046,0,0,0.0,0.0319
721,Lakme_Perfume_721,Beauty,amazon,11816.47,4438.88,62.43,Fake,5.53,2.5352,0.3077,1.3574,0.3338,0,0,0.0,0.0476
722,Nivia_Dumbbells_722,Sports,amazon,9904.87,3739.4,62.25,Suspicious,4.44,2.2598,0.75,-0.4682,0.4266,0,0,0.0,0.1469
723,Philips_Chair_723,Home,amazon,2791.58,1759.23,36.98,Suspicious,3.46,1.5505,1.0,-0.1362,0.6826,0,0,0.0,0.0229
724,Maybelline_Facewash_724,Beauty,amazon,3657.52,1538.06,57.95,Fake,4.97,2.1903,1.0,0.3679,0.4634,0,0,0.0,0.0789
725,LG_Smartwatch_725,Electronics,amazon,15125.14,3420.25,77.39,Suspicious,6.91,4.3784,1.0,0.0355,0.2945,0,0,0.0,0.0099
726,Nivia_Cricket Bat_726,Sports,amazon,2232.93,1751.67,21.55,Genuine,1.61,1.2765,0.3939,0.0865,0.8426,0,0,0.0,-0.0014
727,Lakme_Facewash_727,Beauty,amazon,6020.31,3637.08,39.59,Suspicious,4.04,1.7844,0.8667,-0.5202,0.605,1,0,0.0,-0.078
728,Maybelline_Perfume_728,Beauty,amazon,7705.47,2396.53,68.9,Fake,7.35,3.0548,0.6316,1.7191,0.2053,0,0,0.0,0.0499
729,Nivia_Dumbbells_729,Sports,amazon,880.95,807.06,8.39,Genuine,0.16,1.0755,0.0,0.0356,0.9636,0,0,0.0,0.0147
730,Philips_Chair_730,Home,amazon,2125.03,588.91,72.29,Fake,8.06,3.5326,0.9286,1.6614,0.2429,0,0,0.0,0.021
731,SG_Football_731,Sports,amazon,7854.9,5176.3,34.1,Suspicious,3.03,1.6123,0.7179,-0.6744,0.6093,0,0,0.0,-0.0625
732,Lakme_Lipstick_732,Beauty,amazon,2232.49,1553.76,30.4,Suspicious,3.37,1.5759,0.6875,-0.4935,0.6664,1,0,0.0,-0.0968
733,Nike_Jeans_733,Fashion,amazon,5548.43,2515.37,54.67,Fake,4.89,2.2933,1.0,-0.074,0.4781,1,0,0.0,-0.0396
734,Lakme_Perfume_734,Beauty,amazon,3323.08,1510.41,54.55,Fake,6.31,2.1863,0.9,0.9688,0.4923,1,0,0.0,0.0063
735,Maybelline_Lipstick_735,Beauty,amazon,7293.85,4200.82,42.41,Suspicious,3.56,1.684,0.9459,0.0209,0.6316,0,0,0.0,0.0301
736,Adidas_Jacket_736,Fashion,amazon,6300.56,4313.39,31.54,Genuine,2.96,1.402,0.9286,-0.2369,0.7794,0,0,0.0,0.0402
737,SG_Cricket Bat_737,Sports,amazon,7280.95,2377.81,67.34,Fake,6.45,3.0609,1.0,0.1275,0.2858,0,0,0.0,0.0004
738,SG_Football_738,Sports,amazon,4333.62,3178.51,26.65,Suspicious,3.05,1.3712,0.8519,-0.6824,0.6828,0,0,0.0,-0.0057
739,Philips_Table_739,Home,amazon,4630.19,2276.62,50.83,Suspicious,4.04,1.9658,1.0,0.0302,0.5497,0,0,0.0,0.0334
740,Nivia_Dumbbells_740,Sports,amazon,4057.34,2830.1,30.25,Genuine,1.66,1.4796,0.1282,-0.0225,0.78,1,0,0.0,-0.0321
741,Samsung_Laptop_741,Electronics,amazon,3100.22,1150.49,62.89,Fake,5.46,2.6779,0.8276,0.2227,0.3204,0,0,0.0,0.0062
742,Philips_Cookware_742,Home,amazon,2934.41,1802.95,38.56,Genuine,2.29,1.4709,0.5652,-0.4439,0.7188,0,0,0.0,0.0962
743,Prestige_Chair_743,Home,amazon,5032.22,2963.29,41.11,Suspicious,3.48,1.6744,1.0,-0.2612,0.689,0,0,0.0,0.014
744,SG_Football_744,Sports,amazon,9138.13,4506.53,50.68,Fake,5.56,2.0957,0.9,0.8846,0.4856,0,0,0.0,-0.0335
745,Puma_Jeans_745,Fashion,amazon,2401.3,890.81,62.9,Fake,6.76,2.645,1.0,0.8689,0.4099,0,0,0.0,0.0188
746,SG_Dumbbells_746,Sports,amazon,1544.56,1231.72,20.25,Genuine,2.12,1.1807,0.3529,-0.037,0.7786,1,0,0.0,0.0584
747,Puma_Shoes_747,Fashion,amazon,3937.51,2899.74,26.36,Genuine,1.97,1.3566,0.3636,0.1884,0.767,0,0,0.0,0.001
748,Nivia_Dumbbells_748,Sports,amazon,5912.85,3902.42,34.0,Genuine,2.98,1.4772,0.7778,-0.4807,0.6585,0,0,0.0,0.0251
749,Sony_Smartwatch_749,Electronics,amazon,8111.81,3124.32,61.48,Fake,6.8,2.5734,0.8462,1.1695,0.3449,0,0,0.0,0.0088
750,Adidas_Jeans_750,Fashion,amazon,7534.97,3424.97,54.55,Fake,4.64,2.0521,1.0,-0.0773,0.5369,1,0,0.0,0.0672
751,Prestige_Chair_751,Home,amazon,8266.09,4532.69,45.17,Genuine,2.81,1.7912,0.3333,0.0938,0.6491,1,0,0.0,0.0178
752,Maybelline_Facewash_752,Beauty,amazon,5668.09,2809.66,50.43,Suspicious,5.56,1.9823,0.8182,0.7338,0.5188,1,0,0.0,0.0174
753,Prestige_Chair_753,Home,amazon,5850.52,2630.39,55.04,Fake,4.26,2.1968,0.4643,0.4423,0.5154,1,0,0.0,0.0123
754,SG_Football_754,Sports,amazon,2136.81,591.25,72.33,Fake,7.7,3.7933,0.6061,2.1025,0.2103,0,0,0.0,-0.0496
755,Puma_T-Shirt_755,Fashion,amazon,6757.45,2738.18,59.48,Fake,5.07,2.4714,0.2143,1.0806,0.4084,0,0,0.0,-0.0014
756,SG_Football_756,Sports,amazon,5625.65,2191.61,61.04,Fake,6.39,2.5659,0.8571,0.717,0.3186,0,0,0.0,0.0004
757,Adidas_Jeans_757,Fashion,amazon,9214.8,2505.88,72.81,Fake,8.15,3.751,1.0,0.8168,0.2469,0,0,0.0,-0.0201
758,Philips_Cookware_758,Home,amazon,6078.44,3540.03,41.76,Suspicious,3.66,1.7171,1.0,0.0567,0.6683,0,0,0.0,0.0
759,Lakme_Perfume_759,Beauty,amazon,7893.81,2841.35,64.01,Fake,5.85,2.6939,0.8333,0.514,0.3714,0,0,0.0,0.0304
760,Lakme_Facewash_760,Beauty,amazon,4852.21,2324.85,52.09,Fake,3.99,2.0226,1.0,-0.1123,0.5513,0,0,0.0,0.0309
761,Puma_Jacket_761,Fashion,amazon,6819.32,3836.65,43.74,Genuine,3.11,1.6831,0.8333,-0.2095,0.6804,0,0,0.0,0.0531
762,Puma_Jeans_762,Fashion,amazon,4024.83,1861.74,53.74,Fake,5.46,2.5059,1.0,0.0157,0.3785,0,0,0.0,-0.1591
763,Lakme_Perfume_763,Beauty,amazon,6100.17,4034.57,33.86,Suspicious,3.36,1.5326,0.96,-0.1668,0.6812,0,0,0.0,-0.0137
764,Nivia_Football_764,Sports,amazon,19753.3,4717.11,76.12,Fake,7.95,4.7805,0.5676,2.7154,0.177,0,0,0.0,-0.1416
765,Apple_Headphones_765,Electronics,amazon,7713.96,5172.18,32.95,Suspicious,3.23,1.5367,0.8684,-0.3003,0.6534,0,0,0.0,-0.0304
766,Nivia_Cricket Bat_766,Sports,amazon,1843.88,1493.26,19.02,Genuine,1.3,1.2661,0.2258,-0.5265,0.76,0,0,0.0,-0.0253
767,SG_Football_767,Sports,amazon,2924.37,2543.2,13.03,Genuine,1.45,1.1203,0.3714,-0.1817,0.8099,0,0,0.0,0.0258
768,LG_Smartphone_768,Electronics,amazon,2097.96,774.01,63.11,Fake,5.57,2.8666,0.1667,1.8216,0.2414,0,0,0.0,-0.0576
769,Philips_Cookware_769,Home,amazon,4016.65,2818.39,29.83,Genuine,3.07,1.4199,0.6552,-0.146,0.7257,1,0,0.0,0.0037
770,SG_Football_770,Sports,amazon,4185.12,3668.21,12.35,Genuine,0.66,1.1671,0.1111,-0.0696,0.8702,0,0,0.0,-0.023
771,SG_Dumbbells_771,Sports,amazon,5494.37,4153.37,24.41,Suspicious,2.17,1.3545,0.3448,0.2637,0.7895,0,0,0.0,-0.0239
772,Adidas_Jeans_772,Fashion,amazon,4169.81,1798.48,56.87,Fake,4.74,2.2843,1.0,0.2064,0.4509,0,0,0.0,0.0148
773,Nike_Jacket_773,Fashion,amazon,5391.87,3008.61,44.2,Suspicious,2.72,1.7729,0.2,0.4935,0.6101,0,0,0.0,0.0107
774,Prestige_Chair_774,Home,amazon,1247.39,763.61,38.78,Suspicious,3.11,1.5314,0.8182,-0.1066,0.6531,0,0,0.0,0.0625
775,Prestige_Cookware_775,Home,amazon,5655.55,1826.88,67.7,Fake,6.41,3.3033,1.0,0.1088,0.2254,0,0,0.0,-0.0671
776,Nivia_Football_776,Sports,amazon,18646.38,4735.99,74.6,Fake,8.74,3.9531,0.7368,2.3086,0.232,1,0,0.0,-0.0041
777,Nivia_Football_777,Sports,amazon,1866.16,1364.01,26.91,Suspicious,2.74,1.3712,0.6667,0.1723,0.7426,0,0,0.0,-0.0022
778,Puma_Shoes_778,Fashion,amazon,3866.97,2150.68,44.38,Suspicious,4.02,1.9936,1.0,0.0441,0.5656,0,0,0.0,-0.1088
779,Samsung_Smartwatch_779,Electronics,amazon,7833.55,4721.09,39.73,Suspicious,4.36,1.6566,1.0,0.0723,0.6363,1,0,0.0,0.0016
780,Nivia_Football_780,Sports,amazon,2737.14,1995.17,27.11,Genuine,1.92,1.3788,0.3667,-0.0198,0.6767,0,0,0.0,-0.0051
781,Adidas_Jeans_781,Fashion,amazon,5356.24,2559.59,52.21,Fake,4.02,2.0638,0.7692,0.2949,0.5406,0,0,0.0,0.0138
782,SG_Cricket Bat_782,Sports,amazon,1662.81,514.46,69.06,Fake,6.0,3.4557,0.8,-0.1531,0.1984,0,0,0.0,-0.0692
783,Maybelline_Facewash_783,Beauty,amazon,4460.57,3603.49,19.21,Genuine,1.56,1.2466,0.48,-0.095,0.8734,0,0,0.0,-0.0071
784,Nike_Jeans_784,Fashion,amazon,3706.49,2822.88,23.84,Suspicious,2.2,1.2378,0.4118,0.0794,0.7828,0,0,0.0,0.0573
785,Lakme_Facewash_785,Beauty,amazon,7364.29,5294.98,28.1,Genuine,1.96,1.4826,0.3226,0.1471,0.7261,0,0,0.0,-0.066
786,Lakme_Perfume_786,Beauty,amazon,2988.11,2292.18,23.29,Genuine,1.38,1.3924,0.2857,-0.1308,0.7908,0,0,0.0,-0.0681
787,Apple_Laptop_787,Electronics,amazon,1711.84,1586.08,7.35,Genuine,0.06,1.0436,0.0,0.0066,0.9737,0,0,0.0,0.0331
788,Philips_Chair_788,Home,amazon,6336.48,3681.04,41.91,Suspicious,3.45,1.7964,0.9474,-0.0164,0.6696,0,0,0.0,-0.0436
789,Prestige_Table_789,Home,amazon,2006.99,1437.02,28.4,Genuine,2.71,1.4312,0.7143,0.1208,0.7658,0,0,0.0,-0.0247
790,Lakme_Lipstick_790,Beauty,amazon,4323.04,1345.97,68.87,Fake,7.61,3.3122,0.8824,1.7337,0.2675,0,0,0.0,-0.0312
791,Sony_Smartphone_791,Electronics,amazon,1774.99,1246.09,29.8,Suspicious,4.35,1.3976,0.9714,-0.1085,0.7002,1,0,0.0,0.0188
792,SG_Football_792,Sports,amazon,2942.16,2500.55,15.01,Genuine,2.22,1.1737,0.6471,-0.1968,0.7781,0,0,0.0,0.0024
793,Nivia_Dumbbells_793,Sports,amazon,2293.46,1595.53,30.43,Suspicious,3.96,1.3669,1.0,-0.117,0.6969,1,0,0.0,0.049
794,Philips_Mixer_794,Home,amazon,10009.47,4544.13,54.6,Suspicious,4.11,1.9715,0.7895,-0.0512,0.5399,1,0,0.0,0.105
795,Lakme_Lipstick_795,Beauty,amazon,849.75,683.77,19.53,Genuine,2.66,1.2046,0.5833,-0.3037,0.7824,1,0,0.0,0.0307
796,Maybelline_Facewash_796,Beauty,amazon,5933.54,2866.34,51.69,Fake,4.11,2.0774,0.7917,0.1436,0.5036,0,0,0.0,-0.0036
797,Prestige_Cookware_797,Home,amazon,7055.18,4363.39,38.15,Suspicious,3.4,1.5752,0.9688,-0.4924,0.6801,0,0,0.0,0.0258
798,Prestige_Chair_798,Home,amazon,10393.04,5185.99,50.1,Fake,5.05,2.0019,0.9615,0.2301,0.5044,1,0,0.0,0.0011
799,Philips_Chair_799,Home,amazon,1504.04,1132.04,24.73,Genuine,1.89,1.2476,0.1481,0.0901,0.7508,1,0,0.0,0.061
800,Nivia_Cricket Bat_800,Sports,amazon,4795.87,3865.02,19.41,Genuine,1.82,1.203,0.5,-0.1457,0.7965,0,0,0.0,0.0305
801,Sony_Laptop_801,Electronics,amazon,5388.67,3597.44,33.24,Suspicious,3.44,1.5108,0.9744,-0.0381,0.6656,0,0,0.0,-0.0086
802,Puma_Jeans_802,Fashion,amazon,10054.69,3310.86,67.07,Fake,7.65,3.0371,1.0,1.3917,0.2404,0,0,0.0,-0.0001
803,Sony_Laptop_803,Electronics,amazon,2553.41,1736.34,32.0,Genuine,2.86,1.3137,0.8235,-0.4434,0.7184,0,0,0.0,0.1067
804,SG_Dumbbells_804,Sports,amazon,432.32,396.17,8.36,Genuine,1.27,1.0824,0.1875,0.0527,0.7505,0,0,0.0,0.0081
805,SG_Dumbbells_805,Sports,amazon,11091.92,2869.99,74.13,Fake,7.46,3.9027,1.0,0.3656,0.2705,0,0,0.0,-0.0098
806,Maybelline_Facewash_806,Beauty,amazon,4945.01,2122.31,57.08,Fake,3.46,2.1331,0.3158,0.4569,0.4697,0,0,0.0,0.0845
807,Nivia_Football_807,Sports,amazon,849.68,330.25,61.13,Suspicious,4.69,2.4458,0.7619,-0.3431,0.3694,0,0,0.0,0.0494
808,Adidas_T-Shirt_808,Fashion,amazon,7255.67,3251.64,55.18,Fake,4.92,2.4355,0.4,0.3096,0.3887,1,0,0.0,-0.0915
809,Lakme_Perfume_809,Beauty,amazon,4766.88,3963.3,16.86,Genuine,1.46,1.1357,0.25,0.0678,0.7506,0,0,0.0,0.0557
810,Nivia_Football_810,Sports,amazon,5915.38,4697.36,20.59,Genuine,2.67,1.2715,0.9,-0.039,0.8407,0,0,0.0,-0.0097
811,SG_Dumbbells_811,Sports,amazon,4173.45,3384.21,18.91,Genuine,1.39,1.1674,0.3235,-0.5162,0.7967,0,0,0.0,0.0534
812,Maybelline_Facewash_812,Beauty,amazon,5799.75,1758.25,69.68,Fake,6.42,3.1106,0.8387,0.1518,0.2425,1,0,0.0,0.057
813,Lakme_Lipstick_813,Beauty,amazon,6839.15,4665.12,31.79,Genuine,1.79,1.429,0.15,0.2884,0.7246,0,0,0.0,0.0252
