product_id,product_name,category,brand,platform,baseline_price_90d,mrp_inflation_ratio,discount_permanence_score,pre_sale_spike,price_volatility,mrp_volatility,fraud_verdict
740,Nivia_Dumbbells_740,Sports,Nivia,amazon,2742.1,1.0065,0.1282,0.0,0.047,0.1903,Genuine
741,Samsung_Laptop_741,Electronics,Samsung,amazon,1157.72,1.3549,0.8276,0.0,0.0144,0.4406,Suspicious
742,Philips_Cookware_742,Home,Philips,amazon,1994.92,1.2026,0.5652,0.0,0.0494,0.3497,Genuine
743,Prestige_Chair_743,Home,Prestige,amazon,3005.37,3.6485,1.0,0.0,0.0333,0.2717,Suspicious
744,SG_Football_744,Sports,SG,amazon,4360.48,1.281,0.9,0.0,0.0262,0.4643,Suspicious
745,Puma_Jeans_745,Fashion,Puma,amazon,907.86,1.6559,1.0,0.0,0.0229,0.2414,Suspicious
746,SG_Dumbbells_746,Sports,SG,amazon,1308.135,1.1922,0.3529,0.0,0.0316,0.4179,Genuine
747,Puma_Shoes_747,Fashion,Puma,amazon,2902.5150000000003,1.1352,0.3636,0.0,0.0192,0.315,Genuine
748,Nivia_Dumbbells_748,Sports,Nivia,amazon,4002.8450000000003,1.3146,0.7778,0.0,0.0367,0.4959,Genuine
749,Sony_Smartwatch_749,Electronics,Sony,amazon,3152.13,1.7683,0.8462,0.0,0.0252,0.4576,Suspicious
750,Adidas_Jeans_750,Fashion,Adidas,amazon,3671.82,1.6626,1.0,0.0,0.0401,0.3687,Suspicious
751,Prestige_Chair_751,Home,Prestige,amazon,4614.84,1.056,0.3333,0.0,0.0427,0.2838,Genuine
752,Maybelline_Facewash_752,Beauty,Maybelline,amazon,2859.42,1.1108,0.8182,0.0,0.0183,0.4662,Genuine
753,Prestige_Chair_753,Home,Prestige,amazon,2663.15,1.1847,0.4643,0.0,0.0224,0.3138,Genuine
754,SG_Football_754,Sports,SG,amazon,563.31,1.1489,0.6061,0.0,0.0299,0.4743,Genuine
755,Puma_T-Shirt_755,Fashion,Puma,amazon,2734.25,1.2467,0.2143,0.0,0.0168,0.3754,Genuine
756,SG_Football_756,Sports,SG,amazon,2192.49,1.4487,0.8571,0.0,0.0255,0.5291,Suspicious
757,Adidas_Jeans_757,Fashion,Adidas,amazon,2456.595,2.0409,1.0,0.0,0.0266,0.3827,Fake
758,Philips_Cookware_758,Home,Philips,amazon,3540.03,2.0561,1.0,0.0,0.0316,0.2915,Suspicious
759,Lakme_Perfume_759,Beauty,Lakme,amazon,2930.29,1.3775,0.8333,0.0,0.0369,0.3011,Genuine
760,Lakme_Facewash_760,Beauty,Lakme,amazon,2399.0299999999997,3.6248,1.0,0.0,0.0126,0.3548,Fake
761,Puma_Jacket_761,Fashion,Puma,amazon,4051.705,1.2473,0.8333,0.0,0.0543,0.2868,Genuine
762,Puma_Jeans_762,Fashion,Puma,amazon,1606.17,2.0554,1.0,0.0,0.0841,0.4242,Fake
763,Lakme_Perfume_763,Beauty,Lakme,amazon,3980.18,1.1599,0.96,0.0,0.0265,0.3975,Suspicious
764,Nivia_Football_764,Sports,Nivia,amazon,4132.08,0.9886,0.5676,0.0,0.057,0.5575,Suspicious
765,Apple_Headphones_765,Electronics,Apple,amazon,5019.8150000000005,1.4532,0.8684,0.0,0.0298,0.4639,Suspicious
766,Nivia_Cricket Bat_766,Sports,Nivia,amazon,1456.4,1.1036,0.2258,0.0,0.0287,0.4004,Genuine
767,SG_Football_767,Sports,SG,amazon,2610.44,0.9739,0.3714,0.0,0.039,0.3851,Genuine
768,LG_Smartphone_768,Electronics,LG,amazon,731.855,1.0836,0.1667,0.0,0.0443,0.4965,Genuine
769,Philips_Cookware_769,Home,Philips,amazon,2828.86,1.2902,0.6552,0.0,0.0451,0.3708,Genuine
770,SG_Football_770,Sports,SG,amazon,3585.86,1.1342,0.1111,0.0,0.0383,0.1993,Genuine
771,SG_Dumbbells_771,Sports,SG,amazon,4056.45,1.1631,0.3448,0.0,0.0535,0.2604,Genuine
772,Adidas_Jeans_772,Fashion,Adidas,amazon,1825.42,3.1852,1.0,0.0,0.0325,0.4095,Fake
773,Nike_Jacket_773,Fashion,Nike,amazon,3041.2,1.2552,0.2,0.0,0.0202,0.3951,Genuine
774,Prestige_Chair_774,Home,Prestige,amazon,814.56,1.2595,0.8182,0.0,0.0317,0.4688,Genuine
775,Prestige_Cookware_775,Home,Prestige,amazon,1712.07,1.1599,1.0,0.0,0.0554,0.4364,Suspicious
776,Nivia_Football_776,Sports,Nivia,amazon,4716.86,1.2452,0.7368,0.0,0.0129,0.42,Genuine
777,Nivia_Football_777,Sports,Nivia,amazon,1360.99,1.083,0.6667,0.0,0.0142,0.3652,Genuine
778,Puma_Shoes_778,Fashion,Puma,amazon,1939.73,2.1078,1.0,0.0,0.0655,0.3407,Fake
779,Samsung_Smartwatch_779,Electronics,Samsung,amazon,4728.72,2.658,1.0,0.0,0.0139,0.4168,Fake
780,Nivia_Football_780,Sports,Nivia,amazon,1985.13,1.1247,0.3667,0.0,0.0283,0.5242,Genuine
781,Adidas_Jeans_781,Fashion,Adidas,amazon,2595.3,1.295,0.7692,0.0,0.0413,0.3507,Suspicious
782,SG_Cricket Bat_782,Sports,SG,amazon,481.185,1.259,0.8,0.0,0.0364,0.5041,Suspicious
783,Maybelline_Facewash_783,Beauty,Maybelline,amazon,3578.19,1.2485,0.48,0.0,0.0459,0.1315,Genuine
784,Nike_Jeans_784,Fashion,Nike,amazon,2994.39,1.1453,0.4118,0.0,0.0413,0.3647,Genuine
785,Lakme_Facewash_785,Beauty,Lakme,amazon,4967.01,1.0295,0.3226,0.0,0.0441,0.3228,Genuine
786,Lakme_Perfume_786,Beauty,Lakme,amazon,2145.995,1.0263,0.2857,0.0,0.0396,0.2286,Genuine
787,Apple_Laptop_787,Electronics,Apple,amazon,1640.31,1.1158,0.0,0.0,0.0293,0.0331,Genuine
788,Philips_Chair_788,Home,Philips,amazon,3527.35,2.3571,0.9474,0.0,0.0521,0.2288,Suspicious
789,Prestige_Table_789,Home,Prestige,amazon,1402.34,1.2211,0.7143,0.0,0.0305,0.262,Suspicious
790,Lakme_Lipstick_790,Beauty,Lakme,amazon,1305.2,1.8693,0.8824,0.0,0.0205,0.3312,Suspicious
791,Sony_Smartphone_791,Electronics,Sony,amazon,1270.02,1.5547,0.9714,0.0,0.0176,0.4512,Suspicious
792,SG_Football_792,Sports,SG,amazon,2506.69,1.2145,0.6471,0.0,0.0149,0.4245,Genuine
793,Nivia_Dumbbells_793,Sports,Nivia,amazon,1677.795,3.96,1.0,0.0,0.0327,0.4825,Fake
794,Philips_Mixer_794,Home,Philips,amazon,5076.99,1.0693,0.7895,0.0,0.048,0.4217,Genuine
795,Lakme_Lipstick_795,Beauty,Lakme,amazon,705.405,1.3697,0.5833,0.0,0.0218,0.3905,Genuine
796,Maybelline_Facewash_796,Beauty,Maybelline,amazon,2856.185,1.4473,0.7917,0.0,0.0195,0.4329,Genuine
797,Prestige_Cookware_797,Home,Prestige,amazon,4478.855,1.6695,0.9688,0.0,0.0454,0.3683,Fake
798,Prestige_Chair_798,Home,Prestige,amazon,5191.48,1.8623,0.9615,0.0,0.0399,0.4875,Suspicious
799,Philips_Chair_799,Home,Philips,amazon,1205.59,3.1796,0.1481,0.0,0.0297,0.4372,Suspicious
800,Nivia_Cricket Bat_800,Sports,Nivia,amazon,3986.495,1.0969,0.5,0.0,0.0213,0.3565,Genuine
801,Sony_Laptop_801,Electronics,Sony,amazon,3566.83,2.7331,0.9744,0.0,0.036,0.4529,Fake
802,Puma_Jeans_802,Fashion,Puma,amazon,3310.5950000000003,2.4574,1.0,0.0,0.0315,0.3989,Fake
803,Sony_Laptop_803,Electronics,Sony,amazon,1943.6950000000002,2.4472,0.8235,0.0,0.0684,0.4688,Suspicious
804,SG_Dumbbells_804,Sports,SG,amazon,399.41499999999996,1.1284,0.1875,0.0,0.0295,0.5619,Genuine
805,SG_Dumbbells_805,Sports,SG,amazon,2842.08,2.137,1.0,0.0,0.0172,0.3238,Fake
806,Maybelline_Facewash_806,Beauty,Maybelline,amazon,2318.215,1.1479,0.3158,0.0,0.0372,0.4758,Genuine
807,Nivia_Football_807,Sports,Nivia,amazon,347.41,1.3993,0.7619,0.0,0.0302,0.4921,Genuine
808,Adidas_T-Shirt_808,Fashion,Adidas,amazon,2979.12,1.2193,0.4,0.0,0.0361,0.4516,Genuine
809,Lakme_Perfume_809,Beauty,Lakme,amazon,4197.275,2.6638,0.25,0.0,0.0407,0.5216,Fake
810,Nivia_Football_810,Sports,Nivia,amazon,4652.395,1.299,0.9,0.0,0.0281,0.1947,Genuine
811,SG_Dumbbells_811,Sports,SG,amazon,3575.0150000000003,1.0127,0.3235,0.0,0.041,0.3826,Genuine
812,Maybelline_Facewash_812,Beauty,Maybelline,amazon,1864.51,1.6791,0.8387,0.0,0.0331,0.3938,Suspicious
813,Lakme_Lipstick_813,Beauty,Lakme,amazon,4785.915,1.0234,0.15,0.0,0.0269,0.3668,Suspicious
814,Samsung_Smartphone_814,Electronics,Samsung,amazon,3165.26,1.2848,0.8485,0.0,0.0302,0.4801,Genuine
815,Nivia_Dumbbells_815,Sports,Nivia,amazon,4131.5,1.004,0.3947,0.0,0.0323,0.4942,Genuine
816,Nivia_Cricket Bat_816,Sports,Nivia,amazon,3556.5550000000003,1.3615,1.0,0.0,0.0582,0.4625,Suspicious
817,Maybelline_Lipstick_817,Beauty,Maybelline,amazon,4791.4,1.8349,0.7273,0.0,0.021,0.369,Suspicious
818,Maybelline_Perfume_818,Beauty,Maybelline,amazon,4493.155000000001,1.3014,1.0,0.0,0.0241,0.4392,Suspicious
819,Philips_Cookware_819,Home,Philips,amazon,388.68,1.6929,0.9524,0.0,0.0259,0.3403,Suspicious
820,Nivia_Football_820,Sports,Nivia,amazon,2535.555,1.2868,0.8056,0.0,0.0404,0.5008,Suspicious
821,Philips_Chair_821,Home,Philips,amazon,3540.6499999999996,1.2497,0.9737,0.0,0.0334,0.3872,Suspicious
822,Nike_T-Shirt_822,Fashion,Nike,amazon,5070.94,1.1155,0.2857,0.0,0.028,0.4702,Genuine
823,SG_Football_823,Sports,SG,amazon,4806.62,1.3768,0.7097,0.0,0.0363,0.5232,Suspicious
824,Maybelline_Perfume_824,Beauty,Maybelline,amazon,3211.11,1.9157,1.0,0.0,0.0487,0.3571,Suspicious
825,Apple_Headphones_825,Electronics,Apple,amazon,2102.98,2.8591,0.8378,0.0,0.0666,0.5251,Fake
826,Lakme_Lipstick_826,Beauty,Lakme,amazon,1823.52,3.2557,0.9487,0.0,0.062,0.4391,Fake
827,Nike_Shoes_827,Fashion,Nike,amazon,320.67,1.192,0.4,0.0,0.0195,0.4104,Genuine
828,Prestige_Mixer_828,Home,Prestige,amazon,2815.71,2.2635,1.0,0.0,0.0332,0.3622,Fake
829,Nike_Jeans_829,Fashion,Nike,amazon,2887.78,2.3312,1.0,0.0,0.0639,0.2381,Suspicious
830,Philips_Mixer_830,Home,Philips,amazon,2350.17,1.1308,0.3636,0.0,0.0237,0.3169,Genuine
831,LG_Smartphone_831,Electronics,LG,amazon,2527.28,3.4098,0.5897,0.0,0.0457,0.4027,Suspicious
832,Puma_Jacket_832,Fashion,Puma,amazon,3891.45,1.2239,0.92,0.0,0.0379,0.2719,Genuine
833,Philips_Mixer_833,Home,Philips,amazon,3527.42,1.1237,0.24,0.0,0.0296,0.4167,Genuine
834,Apple_Laptop_834,Electronics,Apple,amazon,3932.335,1.0914,0.0,0.0,0.0168,0.0207,Genuine
835,Philips_Chair_835,Home,Philips,amazon,1589.63,3.8337,1.0,0.0,0.037,0.4282,Fake
836,Maybelline_Perfume_836,Beauty,Maybelline,amazon,446.67,1.065,0.12,0.0,0.0179,0.5169,Genuine
837,Samsung_Laptop_837,Electronics,Samsung,amazon,2180.42,1.0055,0.0769,0.0,0.0349,0.3642,Genuine
838,Puma_T-Shirt_838,Fashion,Puma,amazon,707.23,1.1442,0.4286,0.0,0.0232,0.3802,Genuine
839,Prestige_Table_839,Home,Prestige,amazon,2579.325,3.5621,1.0,0.0,0.0244,0.3388,Fake
840,Prestige_Chair_840,Home,Prestige,amazon,1783.51,1.1311,0.1,0.0,0.0131,0.6285,Genuine
841,Lakme_Perfume_841,Beauty,Lakme,amazon,4470.05,1.1047,0.1333,0.0,0.0238,0.3277,Genuine
842,SG_Football_842,Sports,SG,amazon,3014.66,1.4961,0.6522,0.0,0.0538,0.3884,Genuine
843,Lakme_Perfume_843,Beauty,Lakme,amazon,667.95,1.7567,0.7273,0.0,0.0132,0.2777,Genuine
844,Nivia_Dumbbells_844,Sports,Nivia,amazon,4401.56,1.0003,0.8387,0.0,0.0445,0.4375,Genuine
845,Nike_T-Shirt_845,Fashion,Nike,amazon,3383.09,1.135,0.3462,0.0,0.043,0.3336,Genuine
846,Lakme_Lipstick_846,Beauty,Lakme,amazon,2372.78,1.1552,0.3529,0.0,0.0441,0.5046,Suspicious
847,SG_Dumbbells_847,Sports,SG,amazon,3737.355,3.5695,1.0,0.0,0.0216,0.4502,Fake
848,SG_Cricket Bat_848,Sports,SG,amazon,2824.22,1.1143,0.3103,0.0,0.0376,0.4403,Genuine
849,Maybelline_Lipstick_849,Beauty,Maybelline,amazon,3609.0,2.0846,0.7037,0.0,0.0302,0.351,Suspicious
850,Philips_Cookware_850,Home,Philips,amazon,2051.9,2.4816,0.35,0.0,0.0354,0.4073,Suspicious
851,Philips_Cookware_851,Home,Philips,amazon,2818.15,0.9512,0.3429,0.0,0.0492,0.4546,Genuine
852,Lakme_Perfume_852,Beauty,Lakme,amazon,3618.045,1.4084,0.9583,0.0,0.0248,0.422,Suspicious
853,Prestige_Cookware_853,Home,Prestige,amazon,3679.99,1.0941,0.6957,0.0,0.027,0.184,Genuine
854,Philips_Mixer_854,Home,Philips,amazon,4378.23,1.7898,0.9688,0.0,0.0227,0.4843,Suspicious
855,Philips_Chair_855,Home,Philips,amazon,1392.45,2.349,1.0,0.0,0.0233,0.385,Fake
856,Puma_Shoes_856,Fashion,Puma,amazon,4750.33,1.2926,1.0,0.0,0.0376,0.3578,Suspicious
857,Apple_Laptop_857,Electronics,Apple,amazon,2561.74,3.2848,0.4615,0.0,0.0187,0.5072,Suspicious
858,SG_Football_858,Sports,SG,amazon,3110.18,1.0806,0.5946,0.0,0.0192,0.5081,Genuine
859,SG_Football_859,Sports,SG,amazon,5315.764999999999,1.3032,0.9737,0.0,0.0347,0.3912,Suspicious
860,Nike_T-Shirt_860,Fashion,Nike,amazon,3222.07,1.8677,1.0,0.0,0.0608,0.3693,Suspicious
861,Maybelline_Lipstick_861,Beauty,Maybelline,amazon,2901.505,3.8896,1.0,0.0,0.031,0.4656,Fake
862,Prestige_Mixer_862,Home,Prestige,amazon,2093.5299999999997,1.0228,0.7667,0.0,0.0287,0.3325,Genuine
863,Nivia_Cricket Bat_863,Sports,Nivia,amazon,3941.29,1.3651,0.6957,0.0,0.0201,0.505,Suspicious
864,SG_Football_864,Sports,SG,amazon,1443.585,1.3591,0.9615,0.0,0.035,0.4206,Suspicious
865,Nivia_Dumbbells_865,Sports,Nivia,amazon,3358.2200000000003,1.1047,0.25,0.0,0.0147,0.5257,Genuine
866,Sony_Laptop_866,Electronics,Sony,amazon,4743.72,1.0674,0.0667,0.0,0.0162,0.2169,Genuine
867,Maybelline_Perfume_867,Beauty,Maybelline,amazon,1792.725,1.8206,0.875,0.0,0.0679,0.4061,Suspicious
868,Philips_Cookware_868,Home,Philips,amazon,4786.63,1.986,1.0,0.0,0.0171,0.3441,Suspicious
869,Lakme_Facewash_869,Beauty,Lakme,amazon,3036.25,1.087,0.4138,0.0,0.0222,0.4823,Genuine
870,Adidas_Jeans_870,Fashion,Adidas,amazon,3127.74,1.3188,1.0,0.0,0.0266,0.3588,Suspicious
871,Philips_Cookware_871,Home,Philips,amazon,698.17,1.7099,0.9714,0.0,0.0336,0.2907,Suspicious
872,Adidas_Jacket_872,Fashion,Adidas,amazon,646.6,1.461,0.6316,0.0,0.0758,0.2722,Genuine
873,Prestige_Chair_873,Home,Prestige,amazon,544.52,1.1375,0.3636,0.0,0.0346,0.3646,Genuine
874,Samsung_Smartwatch_874,Electronics,Samsung,amazon,965.66,1.0662,0.3077,0.0,0.011,0.5719,Genuine
875,Maybelline_Facewash_875,Beauty,Maybelline,amazon,4989.515,1.0694,0.3438,0.0,0.0369,0.3257,Genuine
876,SG_Cricket Bat_876,Sports,SG,amazon,2836.18,1.503,0.6364,0.0,0.0126,0.2783,Genuine
877,SG_Dumbbells_877,Sports,SG,amazon,1697.395,1.0553,0.0,0.0,0.0204,0.0274,Genuine
878,LG_Smartwatch_878,Electronics,LG,amazon,4280.04,1.1255,0.619,0.0,0.028,0.4193,Genuine
879,Lakme_Perfume_879,Beauty,Lakme,amazon,765.1,1.4101,0.8421,0.0,0.0533,0.3106,Genuine
880,Samsung_Smartphone_880,Electronics,Samsung,amazon,2242.22,1.0583,0.359,0.0,0.0393,0.2645,Genuine
881,Maybelline_Perfume_881,Beauty,Maybelline,amazon,2703.24,2.2215,0.1538,0.0,0.0357,0.4561,Suspicious
882,Nike_Shoes_882,Fashion,Nike,amazon,2958.55,2.104,1.0,0.0,0.0249,0.2281,Suspicious
883,Maybelline_Perfume_883,Beauty,Maybelline,amazon,3153.69,1.0838,0.3636,0.0,0.065,0.3546,Genuine
884,Prestige_Table_884,Home,Prestige,amazon,4934.84,1.1398,0.6667,0.0,0.0216,0.3699,Genuine
885,Prestige_Mixer_885,Home,Prestige,amazon,4636.05,1.0326,0.6667,0.0,0.0379,0.3748,Genuine
886,Philips_Mixer_886,Home,Philips,amazon,435.73,1.1689,0.625,0.0,0.0242,0.4808,Genuine
887,Puma_Jeans_887,Fashion,Puma,amazon,2568.3050000000003,1.219,0.9062,0.0,0.0674,0.3171,Suspicious
888,LG_Smartphone_888,Electronics,LG,amazon,2719.39,1.1062,0.7222,0.0,0.0311,0.5217,Suspicious
889,Samsung_Laptop_889,Electronics,Samsung,amazon,3079.61,1.3332,0.6842,0.0,0.0277,0.1281,Genuine
890,Maybelline_Perfume_890,Beauty,Maybelline,amazon,1020.615,1.4445,0.9118,0.0,0.026,0.5094,Suspicious
891,Puma_Jeans_891,Fashion,Puma,amazon,2133.86,2.2675,1.0,0.0,0.0573,0.3303,Fake
892,Sony_Smartphone_892,Electronics,Sony,amazon,1610.3200000000002,1.0672,0.0,0.0,0.0276,0.0372,Genuine
893,Nike_T-Shirt_893,Fashion,Nike,amazon,4084.77,2.3163,1.0,0.0,0.015,0.405,Fake
894,Maybelline_Perfume_894,Beauty,Maybelline,amazon,874.18,1.0544,0.3429,0.0,0.0479,0.4129,Genuine
895,Lakme_Facewash_895,Beauty,Lakme,amazon,3417.4849999999997,1.2919,0.7778,0.0,0.0493,0.5281,Suspicious
896,Samsung_Smartphone_896,Electronics,Samsung,amazon,693.47,1.1008,0.2667,0.0,0.0149,0.4863,Genuine
897,Philips_Table_897,Home,Philips,amazon,2233.04,1.0671,0.3429,0.0,0.0485,0.3914,Genuine
898,Maybelline_Facewash_898,Beauty,Maybelline,amazon,3090.005,1.3216,0.85,0.0,0.0295,0.4567,Genuine
899,Prestige_Cookware_899,Home,Prestige,amazon,3159.56,1.5203,1.0,0.0,0.0409,0.3204,Suspicious
900,LG_Headphones_900,Electronics,LG,amazon,398.8,1.0675,0.4231,0.0,0.0528,0.4923,Genuine
901,Prestige_Mixer_901,Home,Prestige,amazon,494.15,1.1114,0.7333,0.0,0.0149,0.447,Genuine
902,Apple_Laptop_902,Electronics,Apple,amazon,3619.64,1.1349,0.5833,0.0,0.0154,0.3668,Genuine
903,Apple_Smartphone_903,Electronics,Apple,amazon,1939.5549999999998,1.0794,0.3929,0.0,0.0336,0.4555,Genuine
904,Maybelline_Perfume_904,Beauty,Maybelline,amazon,2439.07,1.0832,0.2,0.0,0.0247,0.4166,Genuine
905,SG_Football_905,Sports,SG,amazon,3336.83,1.5336,0.9167,0.0,0.0205,0.318,Suspicious
906,Sony_Smartwatch_906,Electronics,Sony,amazon,1269.015,1.3496,0.8824,0.0,0.0433,0.5265,Suspicious
907,Lakme_Lipstick_907,Beauty,Lakme,amazon,3866.09,1.5882,0.8636,0.0,0.0211,0.4075,Suspicious
908,SG_Cricket Bat_908,Sports,SG,amazon,2519.43,1.2091,0.2308,0.0,0.0624,0.4491,Genuine
909,Philips_Cookware_909,Home,Philips,amazon,1854.79,4.7233,1.0,0.0,0.0316,0.3285,Fake
910,Prestige_Mixer_910,Home,Prestige,amazon,1961.18,1.3132,1.0,0.0,0.0102,0.3256,Suspicious
911,Maybelline_Perfume_911,Beauty,Maybelline,amazon,3674.44,1.1016,0.3438,0.0,0.0433,0.5192,Genuine
912,Adidas_Jacket_912,Fashion,Adidas,amazon,4089.995,2.6708,0.6429,0.0,0.0198,0.383,Suspicious
913,Prestige_Chair_913,Home,Prestige,amazon,2449.005,1.342,0.9062,0.0,0.0304,0.4593,Suspicious
914,Nike_Shoes_914,Fashion,Nike,amazon,1068.77,1.3381,0.5833,0.0,0.049,0.4312,Genuine
915,LG_Laptop_915,Electronics,LG,amazon,1049.19,1.1971,0.8235,0.0,0.0438,0.4296,Genuine
916,Nike_Shoes_916,Fashion,Nike,amazon,1393.06,1.2167,0.4286,0.0,0.0241,0.3518,Suspicious
917,SG_Dumbbells_917,Sports,SG,amazon,2700.145,2.0483,0.3235,0.0,0.0325,0.3724,Suspicious
918,Lakme_Lipstick_918,Beauty,Lakme,amazon,3710.22,1.103,0.0526,0.0,0.025,0.3029,Genuine
919,LG_Smartphone_919,Electronics,LG,amazon,3168.705,1.121,0.5385,0.0,0.0262,0.2702,Genuine
920,Prestige_Chair_920,Home,Prestige,amazon,2497.425,1.4534,1.0,0.0,0.0318,0.2952,Genuine
921,Philips_Chair_921,Home,Philips,amazon,2896.0,1.6251,0.8462,0.0,0.0406,0.3612,Suspicious
922,Sony_Headphones_922,Electronics,Sony,amazon,4334.045,1.2004,0.75,0.0,0.0151,0.4896,Genuine
923,Sony_Laptop_923,Electronics,Sony,amazon,4092.7200000000003,1.0822,0.0,0.0,0.0368,0.035,Genuine
924,Prestige_Mixer_924,Home,Prestige,amazon,4299.31,2.5233,0.2609,0.0,0.0161,0.4138,Suspicious
925,Philips_Cookware_925,Home,Philips,amazon,3694.105,2.419,1.0,0.0,0.011,0.4054,Fake
926,Maybelline_Lipstick_926,Beauty,Maybelline,amazon,1503.295,3.3107,1.0,0.0,0.0494,0.4596,Fake
927,Samsung_Smartwatch_927,Electronics,Samsung,amazon,4548.6,1.1143,0.2581,0.0,0.0219,0.1318,Genuine
928,Apple_Smartwatch_928,Electronics,Apple,amazon,579.255,1.169,0.625,0.0,0.016,0.2484,Genuine
929,Puma_Jacket_929,Fashion,Puma,amazon,664.4300000000001,5.017,1.0,0.0,0.0805,0.3173,Fake
930,Sony_Laptop_930,Electronics,Sony,amazon,2779.705,2.8331,1.0,0.0,0.0481,0.3622,Fake
931,SG_Football_931,Sports,SG,amazon,2596.36,1.1412,0.7027,0.0,0.0293,0.535,Suspicious
932,LG_Smartphone_932,Electronics,LG,amazon,1456.12,1.4238,0.9167,0.0,0.0337,0.4623,Suspicious
933,Puma_Shoes_933,Fashion,Puma,amazon,3893.275,1.1903,0.5,0.0,0.0255,0.5026,Genuine
934,Lakme_Perfume_934,Beauty,Lakme,amazon,1346.14,1.0761,0.0667,0.0,0.0203,0.5737,Suspicious
935,Maybelline_Facewash_935,Beauty,Maybelline,amazon,2201.01,1.0545,0.2703,0.0,0.0322,0.3757,Genuine
936,Adidas_T-Shirt_936,Fashion,Adidas,amazon,3342.53,1.1192,0.9259,0.0,0.0231,0.2427,Genuine
937,Maybelline_Facewash_937,Beauty,Maybelline,amazon,1129.05,1.1576,0.8387,0.0,0.0351,0.5016,Suspicious
938,LG_Smartphone_938,Electronics,LG,amazon,4951.55,2.462,0.8182,0.0,0.0176,0.5176,Fake
939,Nivia_Dumbbells_939,Sports,Nivia,amazon,3928.645,1.4961,0.6429,0.0,0.0113,0.4369,Genuine
940,LG_Smartwatch_940,Electronics,LG,amazon,3704.47,1.3337,0.7273,0.0,0.0498,0.2045,Genuine
941,Nike_Jeans_941,Fashion,Nike,amazon,3211.11,1.1592,0.1765,0.0,0.0301,0.4763,Genuine
942,Lakme_Facewash_942,Beauty,Lakme,amazon,429.99,1.3701,0.8077,0.0,0.0385,0.4047,Genuine
943,Apple_Headphones_943,Electronics,Apple,amazon,3183.26,4.0153,1.0,0.0,0.0567,0.4497,Fake
944,Nike_Jeans_944,Fashion,Nike,amazon,2052.66,1.3322,0.973,0.0,0.0307,0.4109,Suspicious
945,Nivia_Dumbbells_945,Sports,Nivia,amazon,2167.85,1.1342,0.2727,0.0,0.0312,0.5593,Genuine
946,Lakme_Lipstick_946,Beauty,Lakme,amazon,4223.7,1.3958,0.7917,0.0,0.0173,0.4084,Genuine
947,Nivia_Dumbbells_947,Sports,Nivia,amazon,4293.17,1.0849,0.7097,0.0,0.02,0.4831,Genuine
948,Nike_Shoes_948,Fashion,Nike,amazon,4151.87,1.1305,0.2667,0.0,0.02,0.2797,Genuine
949,Sony_Laptop_949,Electronics,Sony,amazon,4244.200000000001,2.5087,0.7857,0.0,0.0319,0.3392,Suspicious
950,Nivia_Cricket Bat_950,Sports,Nivia,amazon,4022.36,1.193,0.6667,0.0,0.05,0.4922,Genuine
951,Sony_Smartwatch_951,Electronics,Sony,amazon,2455.93,1.5381,0.8649,0.0,0.0838,0.4187,Suspicious
952,Samsung_Headphones_952,Electronics,Samsung,amazon,665.205,1.0811,0.2857,0.0,0.0141,0.4595,Genuine
953,SG_Cricket Bat_953,Sports,SG,amazon,4297.97,1.0967,0.3548,0.0,0.0201,0.2078,Genuine
954,Nike_Shoes_954,Fashion,Nike,amazon,2340.18,1.2994,0.5294,0.0,0.0212,0.393,Genuine
955,Maybelline_Lipstick_955,Beauty,Maybelline,amazon,3785.4700000000003,3.7449,0.9545,0.0,0.0192,0.4045,Fake
956,Nivia_Dumbbells_956,Sports,Nivia,amazon,3963.645,1.0919,0.3571,0.0,0.0259,0.3605,Genuine
957,Sony_Laptop_957,Electronics,Sony,amazon,356.47,2.7628,1.0,0.0,0.0184,0.353,Fake
958,Sony_Laptop_958,Electronics,Sony,amazon,4185.25,1.9152,0.3947,0.0,0.0664,0.5015,Suspicious
959,Philips_Mixer_959,Home,Philips,amazon,5179.005,1.764,0.9583,0.0,0.0242,0.3751,Suspicious
960,Maybelline_Facewash_960,Beauty,Maybelline,amazon,4698.78,1.0084,0.25,0.0,0.0307,0.3985,Genuine
961,Nike_Shoes_961,Fashion,Nike,amazon,3339.77,1.338,0.3846,0.0,0.0319,0.4499,Genuine
962,Philips_Chair_962,Home,Philips,amazon,414.69500000000005,4.0348,0.1538,0.0,0.0596,0.4956,Suspicious
963,Lakme_Perfume_963,Beauty,Lakme,amazon,4868.63,1.3429,0.7391,0.0,0.0171,0.2278,Genuine
964,Nivia_Dumbbells_964,Sports,Nivia,amazon,4471.99,1.0701,0.3611,0.0,0.0258,0.3003,Genuine
965,Nike_Jeans_965,Fashion,Nike,amazon,1209.73,1.1415,0.7419,0.0,0.0494,0.345,Genuine
966,Lakme_Lipstick_966,Beauty,Lakme,amazon,1367.87,3.5953,0.4118,0.0,0.03,0.4574,Suspicious
967,Sony_Smartphone_967,Electronics,Sony,amazon,3564.4300000000003,1.1253,0.3333,0.0,0.0584,0.4237,Genuine
968,Nivia_Cricket Bat_968,Sports,Nivia,amazon,3514.9700000000003,1.1639,0.3158,0.0,0.0385,0.3751,Genuine
969,Sony_Laptop_969,Electronics,Sony,amazon,975.62,1.0465,0.3333,0.0,0.0277,0.5245,Genuine
